title;Body;Nid;postdate;Published;startdate;enddate;Term;LocationName;Uid;username
Gitaarfestival Deinze - Concert Belgische orkesten;Concert met alle Belgische orkesten, onder andere met alegria;469;1302364053;Yes;1320951600;1320951600;Optreden;Academie Deinze, zaal Post;1;admin
Guitar Festival Deinze - Concert Belgian orchestras;Concert with the Belgian orchestra, alegria among others;476;1302369030;Yes;1320951600;1320951600;Optreden;Academie Deinze;1;admin
Repetitie;<br/>Repetitie vanaf 18u<br/>Broodjes om 19u, jochei<br/><br/>Programma:<br/>Vivaldi: Trio in la minore<br/>Casteele: Gnocco Fritto<br/>Jenkins: Palladio<br/>Casteele: Cristalina<br/>Kreidler: Rumba<br/>Bis: Xôte van C.Machado;472;1302364975;Yes;1320944400;1320949800;Repetitie;Academie Deinze, zaal Post;1;admin
Repetitie;<br/>Repetitie vanaf 18u<br/>Broodjes om 19u, jochei<br/><br/>Programma:<br/>Vivaldi: Trio in la minore<br/>Casteele: Gnocco Fritto<br/>Jenkins: Palladio<br/>Casteele: Cristalina<br/>Kreidler: Rumba<br/>Bis: Xôte van C.Machado;472;1302364975;Yes;1320944400;1320949800;Practische Info;Academie Deinze, zaal Post;1;admin
Repetitie in Torenhof!;Het volledig programma van het Deinze festival, in volgorde. Met de nodige verplaatsinstructies :-)<br/>en overlopen Japans nieuwke<br/>en indien tijd: Electric Counterpoint.;506;1319061853;Yes;1320496200;1320507000;Repetitie;Torenhofschool;2;marleen
Repetitie;Rumba<br/>Beat<br/>Twee meisjes<br/>en dan zoveel mogelijk van het programma<br/>Vivaldi deel 2<br/>Morricone<br/>Gnocco Fritto<br/>Cristalina<br/>Palladio<br/>....<br/>Dreams of Jamaica eventjes doorspelen :-);503;1315389496;Yes;1319889600;1319895000;Repetitie;;2;marleen
repetitie;Xote<br/>Voornamtous: middendeel volledig in orde :-)<br/>Rumba<br/>Beat of Santa rosa<br/>Twee meisjes<br/>Palladio herhalen;507;1319062013;Yes;1319284800;1319293800;Repetitie;;2;marleen
repetitie;Programma Deinze festivalweekend;501;1315389409;Yes;1318680000;1318687200;Repetitie;;2;marleen
Repetitie voor nieuwigheden;Wie dit nog niet meespeelde, of iets nieuw of moeilijk heeft zie ik graag op deze repetitie: (voorbereiding concerten Deinze)<br/>Ook wie graag individuele back-up heeft voor deze werken is welkom! <br/>We oefenen 2 meisjes, Rumba, Beat of Santa rosa, Voornamtous<br/>wie nog papieren, tickets van Cremona heeft, breng die ook mee op de repetitie.<br/>Ook eventuele terugbetalingen doorgeven.;500;1315389352;Yes;1318075200;1318080600;Repetitie;;2;marleen
repetitie;Zoveel mogelijk doorspelen van het wedstrijdprogramma (of de moeilijke momenten daaruit);499;1315389124;Yes;1317456000;1317460500;Repetitie;Sala Zelioli Lanzini;2;marleen
Mondo Musica Festival;Zaterdag 1 Oktober: Repetitie om 10u (15) tot in 11u 15<br/>Bezoek van de beurs 'Mondomusica' ,eventueel gaan luisteren bij optredens, lunch, en ons klaarstomen want...<br/>om 15u : DE WEDSTRIJD.<br/>Vivaldi: Trio in la minore<br/>Marleen : Gnocco Fritto<br/>Carl Jenkins: Palladio<br/>Marleen: Cristalina<br/>Daarna???<br/>Wedstrijd andere groepen gaat door tot 16u<br/>Gitaren naar hotel? <br/>Zeker en vast: avondeten in Cremona<br/>Zondag 2 oktober: <br/>na ontbijt gaan we met gitaar en bagage naar Cremona.<br/>om 11u mag elk gitaarensemble nog eens 5 min. het beste van zichzelf geven:<br/>wij spelen Morricone<br/>Daarna wordt de uitslag bekend gemaakt<br/>Een hapje eten<br/>Even blijven plakken...<br/>en naar luchthaven Malpensa. Weer een mooie Alegria-ervaring rijker...;491;1308479600;Yes;1317405600;1317582000;Optreden;CremonaFiere S.p.A.;395;Pieter-Jan
Mondo Musica Festival;Zaterdag 1 Oktober: Repetitie om 10u (15) tot in 11u 15<br/>Bezoek van de beurs 'Mondomusica' ,eventueel gaan luisteren bij optredens, lunch, en ons klaarstomen want...<br/>om 15u : DE WEDSTRIJD.<br/>Vivaldi: Trio in la minore<br/>Marleen : Gnocco Fritto<br/>Carl Jenkins: Palladio<br/>Marleen: Cristalina<br/>Daarna???<br/>Wedstrijd andere groepen gaat door tot 16u<br/>Gitaren naar hotel? <br/>Zeker en vast: avondeten in Cremona<br/>Zondag 2 oktober: <br/>na ontbijt gaan we met gitaar en bagage naar Cremona.<br/>om 11u mag elk gitaarensemble nog eens 5 min. het beste van zichzelf geven:<br/>wij spelen Morricone<br/>Daarna wordt de uitslag bekend gemaakt<br/>Een hapje eten<br/>Even blijven plakken...<br/>en naar luchthaven Malpensa. Weer een mooie Alegria-ervaring rijker...;491;1308479600;Yes;1317405600;1317582000;Uitwisseling;CremonaFiere S.p.A.;395;Pieter-Jan
Mondo Musica Festival;;492;1308479620;Yes;1317405600;1317582000;Optreden;CremonaFiere S.p.A.;395;Pieter-Jan
Mondo Musica Festival;;492;1308479620;Yes;1317405600;1317582000;Uitwisseling;CremonaFiere S.p.A.;395;Pieter-Jan
repetitie en wijn-en pralientjesverkoop;Programma Cremona<br/>en als dat helemaal goed is (?)<br/>Rumba en Electric Counterpoint;497;1313357120;Yes;1316865600;1316874600;Repetitie;;2;marleen
Repetitie in Ernest Claesklas;Electric counterpoint<br/>Vivaldi<br/>Palladio<br/>Gnocco<br/>Cristalina<br/>Morricone;496;1313357044;Yes;1316260800;1316268000;Repetitie;;2;marleen
Repetitie in Ernest Claesklas;Cristalina (vooral 2e deel)<br/>Palladio<br/>Rumba<br/>Gnocco<br/>Electric Counterpoint;495;1313357008;Yes;1315656000;1315663200;Repetitie;;2;marleen
Repetitie in Ernest Claesklas;We oefenen:<br/>Gnocco Fritto, Cristalina, Palladio, vivaldi, Morricone<br/>Das dus het volledig Cremona-programma<br/>en indien tijd over (?) doen we Electric counterpoint, overgang naar het deel met de mollen.;494;1313356970;Yes;1315051200;1315058400;Repetitie;;2;marleen
Repetitie in Torenhof!;Palladio<br/>Voornamtous<br/>Morricone<br/>Vivaldi deel 3<br/>Rumba! Ruben vliegt er ook weer in....;435;1291376418;Yes;1314520200;1314527400;Repetitie;Torenhof;2;marleen
repetitie in Torenhof!;We oefenen Voornamtous (festival in Deinze)<br/>Electric Counterpoint<br/>Cristalina<br/>gnocco Fritto;484;1306157349;Yes;1313915400;1313922600;Repetitie;Torenhofschool;2;marleen
start van alegria-pauze;Hoe graag ik jullie ook zie :-).... even pauze...;486;1306157523;Yes;1310162400;1313791200;Social Event;torenhofschool;2;marleen
repetitie in Torenhof! Op vrijdagavond.;Rumba Flamenca<br/>Vivaldi deel 3<br/>Palladio<br/>Dreams of Jamaica<br/>Morricone.... etc.;483;1306157207;Yes;1310144400;1310151600;Repetitie;Torenhofschool;2;marleen
repetitie in Torenhof!;We spelen Cristalina : Sander bekijk je het ook eens goed? (want je mede-octaafspeelsters zijn er niet, ik moest het vorige zondag gedaan hebben eigenlijk :-(<br/>En Ruben zet jullie ook aan het werk:<br/>Rumba Flamenca<br/>Beat of Santa Rosa<br/>Dreams of Jamaica;482;1306156977;Yes;1309681800;1309689000;Repetitie;Torenhofschool;2;marleen
Jaarlijkse BBQ;Onze jaarlijkse barbecue.<br/>Gratis voor de Alegrialeden en bestuur.<br/>5 euro deelname voor partners van Alegrianen. <br/>Onze excuses voor de studenten die nog examens hebben... we hebben de 'anders dan anders' planning van de examens dit schooljaar niet ingecalculeerd.<br/>En nu kan het moeilijk veranderd worden...<br/>We proberen dit volgende jaren beter te doen!!;487;1306837429;Yes;1309084200;1309100400;Social Event;Tuin Anneleen en Patrick;2;marleen
Repetitie en onze jaarlijkse BBQ;Repetitie gevolgd door onze jaarlijkse bbq! <br/>We spelen:<br/>Cristalina<br/>Palladio (nog eens met metronoom, heb nieuwe batterijtjes gekocht :-)<br/>Rumba flamenca<br/>Beat of Santa Rosa (lang geleden, en Ruben is er volgende week terug) <br/>.... Morricone misschien<br/>of naar keuze door jullie te bepalen.;480;1303940316;Yes;1309075200;1309082400;Repetitie;Handelklas van muziekacademie;2;marleen
Geen Repetitie;geen repetitie: opendeurdag muziekacademie!;481;1303940369;Yes;1308952800;1308952800;Repetitie;;2;marleen
Repetitie;gnocco fritto<br/>Morricone (zichtlezing voor onze nieuwkes...)<br/>en dan nog .... Vivaldi, Rumba flamenca enz enz...;195;1240433060;Yes;1308398400;1308405600;Repetitie;Ernest Claes;2;marleen
Repetitie;;467;1301649894;Yes;1308398400;1308405600;Repetitie;;2;marleen
Geen Repetitie;;466;1301649864;Yes;1307743200;1307743200;Repetitie;;2;marleen
Repetitie;Palladio (tempo tempo)<br/>Electric Counterpoint (de tel niet kwijtraken...)<br/>Cristalina<br/>Voornàmtous (werk voor het festival in Deinze);464;1301649784;Yes;1306584000;1306591200;Repetitie;;2;marleen
Repetitie;;463;1301649756;Yes;1305979200;1305986400;Repetitie;;2;marleen
Repetitie;We oefenen<br/>Vivaldi deel 2 en 3<br/>Rumba flamenca<br/>Cristalina nog even herhalen,<br/>of nog iets van de 'nieuwe' stukken...;461;1301649483;Yes;1305374400;1305381600;Repetitie;;2;marleen
Repetitie later wegens samenspel-examens;;462;1301649714;Yes;1304776800;1304782200;Repetitie;Andere klas in school, nog te bepalen..;2;marleen
Repetitie;;460;1301649422;Yes;1304164800;1304172000;Repetitie;;2;marleen
Repetitie;;459;1301649391;Yes;1303720200;1303727400;Repetitie;Handelklas van muziekacademie;2;marleen
Geen Repetitie;;457;1300276336;Yes;1303509600;1303509600;Repetitie;;2;marleen
Geen Repetitie;;456;1300276294;Yes;1302904800;1302904800;Repetitie;;2;marleen
Repetitie;We spelen Palladio<br/>Beat of Santa Rosa<br/>en herhalen misschien iets, of nog iets nieuw???;455;1300276255;Yes;1302350400;1302357600;Repetitie;;2;marleen
we vliegen er weer in;???? wordt nog ingevuld;454;1300276193;Yes;1301745600;1301752800;Repetitie;;2;marleen
Geen Repetitie;Geen repetitie dus...;453;1299618148;Yes;1301144400;1301151600;Repetitie;;2;marleen
Concertweekend;Nog een concert!!;447;1298311143;Yes;1300615200;1300622400;Optreden;Oude Kerk;2;marleen
concertweekend, vooraf-repetitie;Inspelen, opwarmen, kerk opruimen, stoelen rechtzetten...<br/>Mekaar nog eens succes wensen!;458;1300315743;Yes;1300611600;1300615200;Repetitie;Oude Kerk;2;marleen
Concertweekend Vichte 2011;;395;1274304533;Yes;1300561200;1300615200;Optreden;Oude Kerk;2;marleen
concertweekend, vooraf-repetitie;Repetitie,soundcheck, pauzeke, repetitie<br/>Je kan in de kerk blijven tot het concert<br/>Iedereen wordt terug in de Oude Kerk verwacht ten laatste om 19u30.;451;1299511497;Yes;1300540200;1300552800;Repetitie;Oude Kerk;2;marleen
Geen repetitie, tenzij individueel nazicht nodig...;;445;1294270049;Yes;1299884400;1299884400;;;2;marleen
Repetitie;Petenera, Rosa Mystica, Schindlers List, Chiqituita, Minor Swing, Santana, Cristalina, gnocco Fritto. Passion train;450;1299012596;Yes;1299330000;1299338100;Repetitie;;1;admin
Repetitie;;443;1294269785;Yes;1298725200;1298732400;Repetitie;;2;marleen
Weekend in Schorisse;Een weekend met:<br/>repetities<br/>lekker eten<br/>leuke activiteiten<br/>repetitie<br/>enz enz....;433;1289339869;Yes;1298048400;1298217600;Social Event;;2;marleen
Repetitie;;442;1294269744;Yes;1297515600;1297522800;Repetitie;;2;marleen
Nieuwjaarsconcertje en receptie, met repetitie vooraf.;Repetitie van 15-17u<br/>Pauze : klaarzetten receptie, broodje verorberen<br/>concertje om 18u<br/>we spelen:<br/>Vivaldi deel 1 en 3<br/>Canon<br/>Chiqituita<br/>Schindlers List<br/>Petenera<br/>Minor Swing<br/>Een drink op het nieuwe jaar!!;436;1291376572;Yes;1297000800;1297017000;Repetitie;;2;marleen
blokkers-repetitie;Een repetitie om onze studentjes weer in form te krijgen, want morgen hebben ze al concert....<br/>Dus enkel voor diegenen die vinden dat ze er te weinig waren, en teveel(?) blokten. De anderen mogen thuis oefenen, of zich opwarmen voor de repetitie morgen...<br/>En 't concert zal goe zijn morgen, zeker weten!!;439;1294269526;Yes;1296910800;1296914400;Repetitie;;2;marleen
Repetitie;Vivaldi 1 en 3, Petenera, Schindlers list, Gnocco Fritto, Alturas, en het nieuwe 'feestwerk' (exact 4min39 seconden als ik er niet nog iets bijdoe :-);418;1283113666;Yes;1296306000;1296315000;Repetitie;Ernest Claes;2;marleen
Repetitie;;441;1294269686;Yes;1296306000;1296313200;Repetitie;;2;marleen
Repetitie;;440;1294269647;Yes;1295701200;1295708400;Repetitie;;2;marleen
Repetitie;We repeteren, repeteren...<br/>Gnocco Fritto<br/>Alturas (=nieuw)<br/>Santana<br/>en nog iets herhalen of iets nieuw, hangt ervan af :-);438;1294094227;Yes;1295096400;1295103600;Repetitie;;2;marleen
Repetitie;We vliegen er dus weer in!!! De blokkende studenten zullen wat missen (en wij zullen hen missen)<br/>We repeteren Gnocco Fritto, Black Magic Woman<br/>Programma vichte wordt bekendgemaakt :-)<br/> <br/>Indien tijd over, oefenen we al wat kerstliedjes.......;432;1289314131;Yes;1294563600;1294570800;Repetitie;;2;marleen
Kerstoptreden;Een kerstoptreden, met ons gewone programma, en eindigend met kerstmuziek;426;1287659505;Yes;1293127200;1293130800;Optreden;;2;marleen
programma Kerstconcert;<br/>Trio in La minore (Vivaldi, alle delen)<br/>Rosa Mystica<br/>To Gelasto Pedi<br/>Vita è bella<br/><br/>Buon Giorno<br/>Beautiful that way<br/><br/><br/>Chiquitita<br/>Schindlers List<br/>Petenera<br/>Libertango<br/>Canon in D<br/><br/>Kerstliedjes om af te ronden<br/><br/>Como Busca el Tierno infante<br/>Stille nacht<br/>We wish you a happy christmas<br/><br/>Bisnummer<br/><br/>Rudolf met de rooie neus<br/>;437;1291893676;Yes;1293127200;1293127200;Practische Info;;1;admin
Repetitie;;431;1289313997;Yes;1292677200;1292684400;Repetitie;;2;marleen
Repetitie;;430;1289313937;Yes;1292072400;1292079600;Repetitie;;2;marleen
Repetitie;We oefenen zeker en vast:<br/>Schindlers list<br/>Chiqituita<br/>Petenera<br/>Como busca (kerst)<br/>Vivaldi deel 1, 2, 3<br/>canon;429;1289313884;Yes;1291467600;1291474800;Repetitie;;2;marleen
Repetitie;Vivaldi deel 3<br/>To gelasto Pedi<br/>uit la vita é bella<br/>herhalen Libertango<br/>Canon<br/>We wish you a merry christmas;428;1289313773;Yes;1290862800;1290868200;Repetitie;;2;marleen
Repetitie;We oefenen:<br/>Canon van pachelbel(doen we iedere repetitie tot het kerstconcert!)<br/>Schindlers list<br/>Rosa Mystica<br/>Vivaldi deel 1 en 2<br/>Stille Nacht<br/>Chiqituita<br/> ;425;1287659374;Yes;1290258000;1290267000;Repetitie;;2;marleen
Repetitie;Weer vanalles!<br/>Gnocco Fritto<br/>Santana<br/>kerstliedjes uit Zuid-Amerika/Spanje/Belgie....;424;1287659328;Yes;1289653200;1289660400;Repetitie;;2;marleen
Geen repetitie, even uitblazen...;nog even en dan vliegen we er weer in !!;423;1287659222;Yes;1288998000;1288998000;Repetitie;;2;marleen
Geen Repetitie;;416;1283113472;Yes;1288440000;1288447200;Repetitie;;2;marleen
toch repetitie, heel ontspannen, met een pauzeke en erna pralinekes!!!;pfffff..... 't was druk.........<br/>Maar we pakken iets nieuw aan, Santana??? (niet nieuw voor sommigen, maar toch een favoriet van wie het al speelde)<br/>Na de repetitie mag je de pralientjes die je bestelde meenemen,<br/>probeer nog te weten wat je bestelde :-)<br/>gebeurt elk jaar, mensen die dat vergeten zijn.....;415;1283113405;Yes;1287836100;1287842400;Repetitie;;2;marleen
Wedstrijd van Vlamo voor ensembles, open categorie;Onszelf eens testen, en een wedstrijdje meepikken!<br/>We zijn om 10u als eersten aan de beurt!<br/>Maar om onze sound te testen, en nog even in te spelen, aanwezig om 8u15 aub!!!<br/>Programma:<br/> <br/>Concerto grosso van Vivaldi<br/>Rosa Mystica<br/>Buon Giorno Principessa<br/>Beautiful that way<br/>Minor Swing;394;1273949052;Yes;1287296100;1287309600;Optreden;;2;marleen
Repetitie voor de orkestwedstrijd!;Volledig programma voor de wedstrijd.<br/>Ik reken toch een extra halfuurke (kan der nog wel bij he....)<br/>  Normal<br/>  0<br/>  21<br/>  false<br/>  false<br/>  false<br/>  MicrosoftInternetExplorer4<br/>Open categorie afdeling uitmuntendheid<br/>17 oktober om 10.00 uur: Waregems gitaarensemble Alegria o.l.v. Marleen Casteele<br/>1. Trio in la minore per violino, liuto e cembalo – Antonio Vivaldi/arr. Mauro Bruschi<br/>2. Rosa Mystica – Armand Coeck/arr. M. Casteele<br/>3. Uit La vita è bella: Buon giorno principessa, Beautiful that way – Nicola Piovani/arr. M. Casteele en Stef Minnebo<br/>4. Minor Swing – Django Reinhardt/arr. Pieter-Jan Drouillon en Marleen Casteele<br/> <br/>graag goed oefenen, voor een relaxe repetitie, waar we vooral aan de muziek en de expressie werken.<br/>fouten mogen er niet meer zijn nu<br/> <br/> ;417;1283113578;Yes;1286625600;1286634600;Repetitie;;2;marleen
La Gioia goes Abba;Meer info volgt later!;359;1263130711;Yes;1285884000;1286056800;Optreden;;1;admin
Laatste generale repetitie met La Gioia;Generale repetitie met La gioia.<br/> Ik breng wat koeken mee, voor de altijd-hongerige-alegria-gitarist.<br/>Petra heeft fruitsap mee, want generale repetities kunnen dorstig zijn.<br/>Voorzie ook ruimte na 22u, want generales kunnen uitlopen (doen dat meestal, hoewel het ging vlot he vorig weekend! )<br/>zorg dat je alles goed kent enne...<br/>Graag partijen in volgorde, (...)<br/>Let ook op de plaats van Does your mother know  , komt voor Dancing Queen en niet erachter.  en verzorg truien en snaren goed.<br/>waarmee ik niks bedoel hoor...<br/>Wordt een tof spektakelconcertweekend! Zonder al te veel bloopers hoop ik.....;421;1284111614;Yes;1285869600;1285877700;Repetitie;;2;marleen
generale repetitie met La Gioia;;383;1269601058;Yes;1285498800;1285515000;Repetitie;;2;marleen
Abba-repetitie, CC De Stringe;Doe je best erbij te zijn!;413;1283113165;Yes;1285426800;1285443000;;;2;marleen
Repetitie Ernest Claes en CC De Stringe (Vichte);Eerst:<br/>Een repetitie waarin we vooral oefenen aan<br/>een vivaldi-deel1, 2!<br/>Buon Giorno<br/>Chiqituita<br/>Does your mother know<br/>Inzet Fernando en One of us+ eventuele andere suggesties van jullie.<br/> <br/>Ook de rest van de orkestwedstrijd kan aan bod komen, moet je toch al kennen...<br/>Dan vertrekken we samen naar CC De Stringe in vichte, bespreek je vervoersplaatske al!<br/>bij mij kunnen er 3 personen en hun gitaren, en het andere alegriamateriaal mee...<br/>Vroegboeken is de boodschap!;414;1283113304;Yes;1285419600;1285443000;Repetitie;;2;marleen
Repetitie;Vivaldi: deel 1,2,3. (alnaargelang de tijd en de nood (of noot)<br/>Buon Giorno<br/>het koor komt repeteren vanaf 15u45<br/>alle abbas!!;411;1283009509;Yes;1284813900;1284824700;Repetitie;;2;marleen
Cultuurmarkt - practische info;Een infostand waar we weer Alegriaans enthousiasme voor nodig hebben!<br/>Want dit infostandje moet klaargezet worden, en bemand/bevrouwd worden tussen 14-18u.<br/>We delen stickers uit, hangen foto's op, maken promotie voor onszelf (en onze nieuwste cd).<br/>Enne.... delen lolly's uit, zodat we er weer overhebben voor de repetities van de volgende maanden :-)<br/>Een optreden om 16u30 in de trouwzaal <br/>we spelen nummers van onze nieuwste cd en de orkestwedstrijd!<br/>volgorde:<br/>Passion Train<br/>Rosa Mystica<br/>Beautiful that way<br/>To gelasto pedi<br/>Minor Swing<br/> <br/>....;400;1274448394;Yes;1284206400;1284220800;Practische Info;;2;marleen
repetitie in klas;Korte repetitie.<br/>Er wordt vooral individueel gewerkt....<br/> <br/>Om 16u zijn we in de trouwzaal, om om 16u30 te kunnen optreden!;403;1274884879;Yes;1284206400;1284210000;Repetitie;;1;admin
Repetitie en onze jaarlijkse bbq!;Eerst repeteren tot 12u30<br/>dan naar Anneleen voor onze jaarlijkse bbq!<br/> <br/>We oefenen:<br/>Does your mother know. (moeten we ook nog kennen he...)<br/>Programma cultuurmarkt:<br/>Passion Train<br/>Rosa Mystica<br/>Beautiful that way<br/>To gelasto pedi<br/>Minor Swing(zonder pieter-Jan, dan hoor ik jullie goe:-)<br/> ;381;1269600338;Yes;1283673600;1283698800;Repetitie;Torenhof+ bij Anneleen thuis;2;marleen
Repetitie en onze jaarlijkse bbq!;Eerst repeteren tot 12u30<br/>dan naar Anneleen voor onze jaarlijkse bbq!<br/> <br/>We oefenen:<br/>Does your mother know. (moeten we ook nog kennen he...)<br/>Programma cultuurmarkt:<br/>Passion Train<br/>Rosa Mystica<br/>Beautiful that way<br/>To gelasto pedi<br/>Minor Swing(zonder pieter-Jan, dan hoor ik jullie goe:-)<br/> ;381;1269600338;Yes;1283673600;1283698800;Social Event;Torenhof+ bij Anneleen thuis;2;marleen
Geen repetitie;Geen repetitie dus...;410;1283009125;Yes;1283551200;1283551200;Repetitie;;2;marleen
Abba-repetitie,torenhofschool;Om de hoeveelheid repetities met het koor te beperken:<br/>graag heel goed oefenen, zodat het nu al goed is!!! (kunnen we volgende repetitie oefenen voor cultuurmarkt/orkestwedstrijd zonder abba'tjes)<br/>Voorafje:<br/>Chiqituita stipt om 10u klinkt de eerste noot :-)<br/>alle nummers met koor:<br/>Honey<br/>Fernando<br/>Thank you<br/>Waterloo<br/>mamma mia<br/>one of us<br/>gimme<br/> <br/> ;380;1269599935;Yes;1283068800;1283077800;Repetitie;;2;marleen
We vliegen er weer in!;Chiqituita<br/>Thank you for the music!<br/>Honey, honey even doornemen, en toets voor 2de gitaar.<br/>Gimme,gimme<br/>En afhankelijk van de keus van de jury voor de orkestwedstrijd:<br/>deze keuze wordt spijtig genoeg  pas maandag bekendgemaakt..... vandaar meer abba als voorzien<br/>maar toch nog (bijna zeker dat de jury dit kiest):<br/>Vivaldi concerto: deel 2 (toets gitaar 2) en 3<br/>.....;392;1273229049;Yes;1282464000;1282473000;Repetitie;;2;marleen
repetitie nog even voor het 'zomergevoel';Nog even oefenen met een zomergevoel....<br/>Vivaldi: deel 2 en 3<br/>Honey, honey, gitaar 2 hou je vast :-)<br/>Schindler's list herhalen;391;1273228975;Yes;1278088200;1278095400;Repetitie;;2;marleen
Etentje na repetitie;Om het jaar af te sluiten: eten!;402;1274796490;Yes;1277634600;1277645400;Social Event;;1;admin
Abba-repetitie, in Torenhof;Mamma mia! Here we go again!<br/>En alle andere abba-nummerkes die we al (zouden moeten) kennen<br/>En een etentje om er de moed in te houden!;377;1269599551;Yes;1277625600;1277634600;Repetitie;;2;marleen
geen repetitie;;379;1269599805;Yes;1277503200;1277503200;Repetitie;;2;marleen
Geen repetitie,;;376;1269599289;Yes;1276898400;1276898400;Repetitie;;2;marleen
Repetitie;Eerste deel van Vivaldi<br/>Petenera helemaal<br/>Thank you: graag eens goe oefenen daaraan, anders wordt het teveel na de zomer!!!<br/>Waterloo<br/>Misschien krijg ik nog een abba'tje klaar deze week... maar ik vrees dervoor.;378;1269599744;Yes;1276344000;1276351200;Repetitie;;2;marleen
repetitie;;375;1269599231;Yes;1275739200;1275746400;Repetitie;;2;marleen
Repetitie;We doen Petenera helemaal. en ook St Agnes<br/>En Thank you en Waterloo<br/>en...;374;1269599187;Yes;1275134400;1275141600;Repetitie;;2;marleen
Repetitie;We oefenen:<br/>Waterloo<br/>Thank you<br/>Petenera: eerste helft<br/>St Agnes;180;1235679009;Yes;1274529600;1274536800;Repetitie;;2;marleen
Repetitie;;373;1269599101;Yes;1274529600;1274536800;Repetitie;;2;marleen
Abba-repetitie, van 10-12u30 in de kapel van de academie;Thank you for the music<br/>Waterloo<br/>Honey<br/>Fernando<br/>? nog eentje? Ik haaaaaaast meeeeeeeee........<br/>.....;371;1269598943;Yes;1273996800;1274005800;Repetitie;;2;marleen
Repetitie van 14u10-16u;Aangezien ik zoveel werk heb met de ensemble-groep :-) begin ik 10 minuutjes later.<br/>En ze spelen eens hun examenprogramma voor jullie.<br/>Zorg dat je er op tijd bent (14u10 dus) zodat ze ongestoord hun programma kunnen spelen...<br/>We oefenen verder:<br/>Onze abba-nummerkes<br/>Honey,<br/>Thank you<br/>Fernando<br/>Waterloo<br/>een ander nieuwke (ben nog op zoek...);372;1269599035;Yes;1273320000;1273327200;Repetitie;;2;marleen
Goesting, vertrek met trein van 13u30 uit Waregem.;Festival in het kader van de Week van de Amateurskunsten, samen met Go Guitars uit Gent;341;1259676691;Yes;1272801600;1272816000;Repetitie;;1;admin
Goesting;Festival in het kader van de Week van de Amateurskunsten, samen met Go Guitars uit Gent;385;1272026919;Yes;1272801600;1272816000;Optreden;;1;admin
Geen repetitie;Geen repetitie vandaag;367;1268835603;Yes;1272664800;1272664800;Repetitie;;1;admin
Repetitie;Repetitie in Gent voor Amateurkunsten;366;1268835357;Yes;1272646800;1272650400;Repetitie;;395;Pieter-Jan
vrijdag 30 april Repetitie in Gent, vertrek om 18u45 aan muziekschool.;Voor de repetitie maken we de laatste afspraken ivm zondag.<br/>Repetitie met Go guitars, van 20-21 in muziekacademie Gent, Poel 17.<br/> <br/>La Vita é bella<br/>Het is niet wat het is (festivalsong);370;1269598797;Yes;1272646800;1272651300;Repetitie;;2;marleen
Repetitie 24 april van 14-16u30;Ons programma voor volgende week in Gent:<br/>de gitaren uit Gent komen mee-oefenen!<br/>La vita é bella<br/>Minor Swing<br/>Morricone<br/>Sabeldans<br/>Theodorakis<br/>en de festivalsong: het is niet wat het is.;369;1268861977;Yes;1272110400;1272117600;Repetitie;;2;marleen
Geen repetitie;;368;1268861867;Yes;1271455200;1271455200;Repetitie;;2;marleen
Geen repetitie;Ik schrijf arrangementen, en zoek nieuwe muziek in het verlof<br/> ;382;1269600908;Yes;1270850400;1270850400;Repetitie;;2;marleen
Repetitie;we beginnen aan ons 2 mei-programma en doen verder aan het abba-programma...<br/>We herhalen La vita è bella, want dat doen we met de gentse gitaren<br/>en de festivalsong van Bart Peeters ook ff doornemen.;364;1268083578;Yes;1270296000;1270303200;Repetitie;;2;marleen
test repetitie van P-J;;384;1272024315;Yes;1270123200;1270133580;Repetitie;;1;admin
Opnames!!! Vroeg opstaan, zomertijd!!;Onze laatste sessie van de opnames:<br/>voormiddag repetitie<br/>vanaf 13u, na 'vlot' stemmen beginnen we op te nemen.<br/> <br/>Twee meisjes<br/>Sabeldans nog een keertje<br/>Schindler's list<br/>Libertango<br/>Passion Train<br/>Minor Swing (afhankelijk of we nog tijd hebben);357;1262687817;Yes;1269763200;1269788400;Repetitie;;2;marleen
Repetitie+repetitie met La Goia;Eerst een repetitie met ons zelf :-)<br/>Een paar abba-songs,<br/>en ook de opnamenummers voor volgende week:<br/>Twee meisjes<br/>Libertango<br/>Passion Train<br/>Minor Swing<br/>Schindlers' list<br/>Sabeldans nog een keertje.<br/> <br/> <br/>Daarna repetitie in het Oblatenauditorium (oftewel kapel) met koor La Gioia<br/>Honey honey<br/>Fernando<br/>Thank you for the music<br/> ;356;1262541521;Yes;1269090900;1269100800;Repetitie;;2;marleen
korte repetitie,  toch nodig...;Omdat we met opnames zitten binnenkort.... toch een korte repetitie...<br/>Passion Train doen we heel goed en in detail<br/>Schindlers list<br/>Libertango<br/>en je krijgt Thank you for the music van Abba, Thank you om het te oefenen tegen volgende week (repetitie met het koor!!);363;1267096583;Yes;1268485200;1268488800;Repetitie;;2;marleen
Repetitie in Oude kerk;Nog even inspelen, repeteren, stemmen,soundchecken voor het concert.<br/>zorg dat je fris, vrolijk en wakker bent;362;1267007781;Yes;1267952400;1267955100;Repetitie;;2;marleen
